Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
2878,NAEYC_accreditation.csv, Brite New Mind Daycare Center Inc,112 East 51 Street  ,60615,9243090,,,,,,,,,,,,,,,,,,,,,,11/01/15,725776,corrsholdings77@yahoo.com,,
2879,NAEYC_accreditation.csv, Bunnyland Developmental Day Care Center,545 West 119th Street  ,60628,5685200,,,,,,,,,,,,,,,,,,,,,,09/01/15,723622,bunnylanddevelopmentme@sbcglobal.net,,
2880,NAEYC_accreditation.csv, C.Y.C. Roseland Head Start,461 East 111th Street  ,60628,4684405,,,,,,,,,,,,,,,,,,http://chicagoyouthcenters.org,,,,11/01/16,274894,leola.clay@chicagoyouthcenters.org,,
2881,NAEYC_accreditation.csv, Carole Robertson Center For Learning,2929 West 19th Street  ,60623,5211600,,,,,,,,,,,,,,,,,,http://www.crcl.net,,,,09/01/15,486936,walkerr@crcl.net,,
2882,NAEYC_accreditation.csv, Carole Robertson Center for Learning,3701 W. Ogden Ave  ,60623,5228400,,,,,,,,,,,,,,,,,,http://www.crcl.net,,,,05/31/14,723127,youngt@crcl.net,,
2883,NAEYC_accreditation.csv, Carole Robertson Center for Learning,2020 W. Roosevelt  ,60608,5228400,,,,,,,,,,,,,,,,,,http://www.crcl.net,,,,05/31/14,723127,youngt@crcl.net,,
2884,NAEYC_accreditation.csv, Centers for New Horizons / Ida B. Wells @ Dawson,3901 South State Steet 1st Floor ,60609,5362187,,,,,,,,,,,,,,,,,,http://www.cnh.org,,,,01/31/15,564193,ibwelc@cnh.org,,
2885,NAEYC_accreditation.csv, Chesterfield Tom Thumb Day Care Center & Kindergarten,9208-9214 South Cottage Grove  ,60619,8743985,,,,,,,,,,,,,,,,,,,,,,09/30/13,564164,brittsavage@sbcglobal.net,,
2886,NAEYC_accreditation.csv, Chicago Child Care Society-child and Family Dev Center,5467 South University  ,60615,6430452,,,,,,,,,,,,,,,,,,http://www.cccsociety.org,,,,02/01/16,280649,pflowers@cccsociety.org,,
2887,NAEYC_accreditation.csv, Chicago Commons Guadalupano Family Center,1814 South Paulina  ,60608,6663884,,,,,,,,,,,,,,,,,,http://www.chicagocommons.org,,,,09/30/14,405263,arroyoe@chicagocommons.org,,
2888,NAEYC_accreditation.csv, Chicago Commons Nia Family Center,744 North Monticello Ave. 1st Floor ,60624,7220115,,,,,,,,,,,,,,,,,,http://www.chicagocommons.org,,,,09/30/14,407656,barbere@chicagocommons.org,,
2889,NAEYC_accreditation.csv, Chicago Commons Taylor Center for New Experiences,1633 North Hamlin Avenue  ,60647,2278551,,,,,,,,,,,,,,,,,,http://chicagocommons.org,,,,08/31/14,283654,powellv@chicagocommons.org,,
2890,NAEYC_accreditation.csv, Chicago Lawn,3001 West 59th Street 1st Floor ,60629,9251085,,,,,,,,,,,,,,,,,,,,,,01/31/13,486645,vcarrill@catholiccharities.net,,
2891,NAEYC_accreditation.csv, Chicago Youth Centers / Rebecca K. Crown,7601 S. Phillips Avenue  ,60649,7310444,,,,,,,,,,,,,,,,,,http://www.chicagoyouthcenters.org,,,,11/01/16,508236,annette.anthony@chicagoyouthcenters.org,,
2892,NAEYC_accreditation.csv," Children First, Inc. Chicago East Loop",225 North Michigan Avenue Suite E08-100 ,60601,6166690,,,,,,,,,,,,,,,,,,http://backupcenters.brighthorizons.com/eastloop/,,,,08/31/12,470195,chicagoeastloop@brighthorizons.com,,
2893,NAEYC_accreditation.csv, Children's Home & Aid-Englewood Child & Family Center,1701 West 63rd Street  ,60636,4766998,,,,,,,,,,,,,,,,,,http://www.childrenshomeandaid.org,,,,08/31/13,293097,nmoore@childrenshomeandaid.org,,
2894,NAEYC_accreditation.csv, Chinese American Service League ,2141 South Tan Court 1st Floor ,60616,7910454,,,,,,,,,,,,,,,,,,,,,,08/31/14,209110,brenda_arksey@caslservice.org,,
2895,NAEYC_accreditation.csv, Christopher House Greenview,2507 North Greenview  ,60614,4721083,,,,,,,,,,,,,,,,,,http://www.christopherhouse.org,,,,04/30/14,129456,awashington@christopherhouse.org,,
2896,NAEYC_accreditation.csv, Christopher House Logan Square ,3255 W. Altgeld Street  ,60647,2354073,,,,,,,,,,,,,,,,,,http://www.christopherhouse.org,,,,05/31/15,289774,cvelez@christopherhouse.org,,
2897,NAEYC_accreditation.csv, Christopher House Uptown,4701 North Winthrop Avenue  ,60640,7694540,,,,,,,,,,,,,,,,,,http://www.christopherhouse.org,,,,08/31/12,293293,kross@christopherhouse.org,,
2898,NAEYC_accreditation.csv, Christopher House-Rogers Park,7059 North Greenview Avenue  ,60626,2745477,,,,,,,,,,,,,,,,,,http://www.christopherhouse.org,,,,08/31/13,437986,adanner@christopherhouse.org,,
2899,NAEYC_accreditation.csv," Community Learning Center, Inc.",10612-20 South Wentworth  ,60628,9284104,,,,,,,,,,,,,,,,,,,,,,04/01/16,587966,wereason@aol.com,,
2900,NAEYC_accreditation.csv, Concordia Place,3855 North Seeley Avenue  ,60618,9353739,,,,,,,,,,,,,,,,,,http://www.concordiaplace.org,,,,04/30/14,292544,aroberts@concordiaplace.org,,
2901,NAEYC_accreditation.csv, Concordia Place,3300 N. Whipple Street  ,60618,4631600,,,,,,,,,,,,,,,,,,http://www.concordiaplace.com,,,,11/30/14,724782,avondale@concordiaplace.org,,
2902,NAEYC_accreditation.csv, Cordi Marian Center,1100 South May  ,60607,6663787,,,,,,,,,,,,,,,,,,,,,,02/01/16,486708,mahayden@catholiccharities.net,,
2903,NAEYC_accreditation.csv, Corporate Childcare Consultants ,219 South Dearborn Second Floor ,60604,3533796,,,,,,,,,,,,,,,,,,,,,,01/31/13,291362,ccclearningcenter78@comcast.net,,
2904,NAEYC_accreditation.csv, Corporate Childcare Consultants,78 West Van Buren Floor 1 ,60605,8860834,,,,,,,,,,,,,,,,,,,,,,07/01/17,291368,ccclearningcenter78@comcast.net,,
2905,NAEYC_accreditation.csv," Corporate Childcare Consultants, Inc",610 South Canal Street 170C ,60607,3538686,,,,,,,,,,,,,,,,,,,,,,12/01/15,275978,ccclearning@sbcglobal.net,,
2906,NAEYC_accreditation.csv, Dorothy Sutton Branch Head Start & Day Care,8601 South State Street  ,60619,7234445,,,,,,,,,,,,,,,,,,,,,,04/30/14,557917,dorthysbr@aol.com,,
2907,NAEYC_accreditation.csv, Early Childhood Services at Bernard Horwich JCC,3003 West Touhy Avenue  ,60645,5165881,,,,,,,,,,,,,,,,,,http://www.gojcc.org,,,,05/31/15,595153,maberman@gojcc.org,,
2908,NAEYC_accreditation.csv, Easter Seals Gilchrist Marchman ,1001 West Roosevelt Rd.  ,60608,4927402,,,,,,,,,,,,,,,,,,http://www.eastersealschicago.org,,,,01/31/13,508147,mcancel@eastersealschicago.org,,
2909,NAEYC_accreditation.csv, Easter Seals Metropolitan Chicago Windy City Kids,600 West Madison Street  ,60661,5756550,,,,,,,,,,,,,,,,,,http://www.eastersealschicago.org,,,,04/30/13,546222,rarmstrong@eastersealschicago.org,,
2910,NAEYC_accreditation.csv, Easter Seals Near South Side Child Development Center,2214 South Federal Street  ,60616,5483614,,,,,,,,,,,,,,,,,,http://www.eastersealschicago.org,,,,10/01/16,723005,crokusek@eastersealschicago.org,,
2911,NAEYC_accreditation.csv, El Hogar del Nino,1710 South Loomis Street  ,60608,7335584,,,,,,,,,,,,,,,,,,http://www.elhogardelnino.org,,,,05/01/16,274925,elhogardelnino@gmail.com,,
2912,NAEYC_accreditation.csv, Erie Neighborhood House,1701 West Superior  ,60622,5635800,,,,,,,,,,,,,,,,,,http://www.eriehouse.org,,,,05/31/13,293383,lfalk@eriehouse.org,,
2913,NAEYC_accreditation.csv, Eyes on the Future ,6969 N. Ravenswood Avenue Suite A ,60626,9730771,,,,,,,,,,,,,,,,,,http://www.eyesonthefuture.net,,,,01/31/13,486830,eotfuture@gmail.com,,
2914,NAEYC_accreditation.csv, Ezzard Charles School,7946 South Ashland Avenue  ,60620,4870227,,,,,,,,,,,,,,,,,,,,,,08/31/13,486942,ezzardezzi@aol.com,,
2915,NAEYC_accreditation.csv, Ezzard Charles School,7949 South Ashland Avenue  ,60620,4870227,,,,,,,,,,,,,,,,,,,,,,08/31/13,486942,ezzardezzi@aol.com,,
2916,NAEYC_accreditation.csv, Firman Community Services,37 West 47th Street  ,60609,3733400,,,,,,,,,,,,,,,,,,http://www.firmancs.org,,,,04/30/15,399224,firmancs@compuserve.com,,
2917,NAEYC_accreditation.csv, Florence G. Heller Jewish Community Center (JCC),524 West Melrose  ,60657,8716780,,,,,,,,,,,,,,,,,,http://www.gojcc.org,,,,09/30/13,281351,,,
2918,NAEYC_accreditation.csv, Frances Xavier Warde School ,120 South DesPlaines  ,60661,4660700,,,,,,,,,,,,,,,,,,http://www.fxw.org,,,,02/01/16,276806,reilingm@fxw.org,,
2919,NAEYC_accreditation.csv, Gads Hill Center,2653 West Ogden Avenue  ,60608,5211196,,,,,,,,,,,,,,,,,,http://www.gadshillcenter.org,,,,11/01/16,723718,bstokes@gadshillcenter.org,,
2920,NAEYC_accreditation.csv, Gan Shalom Early Childhood Center,3480 North Lake Shore Drive 3rd Floor ,60657,5254867,,,,,,,,,,,,,,,,,,http://www.sholomchicago.org,,,,07/01/15,446548,rimma@sholomchicago.org,,
2921,NAEYC_accreditation.csv, Garfield YMCA,7 North Homan Avenue  ,60624,2653900,,,,,,,,,,,,,,,,,,,,,,10/01/15,508110,phernandez@ymcachicago.org,,
2922,NAEYC_accreditation.csv, Gina's Unbelievable Learning Center,7239 S. Dobson Avenue  ,60619,3242010,,,,,,,,,,,,,,,,,,,,,,08/01/16,726339,thomag836@ameritech.net,,
2923,NAEYC_accreditation.csv, Grace Mission Daycare,5332 South Western Ave.  ,60609,4761990,,,,,,,,,,,,,,,,,,,,,,09/30/12,486644,fjohnson@catholiccharities.net,,
2924,NAEYC_accreditation.csv, Happy Holiday Nursery & Kindergarten,401 East 111th Street  ,60628,8217009,,,,,,,,,,,,,,,,,,,,,,01/31/14,508127,haphol401@aol.com,,
2925,NAEYC_accreditation.csv, Howard Area Family Center,7510 N. Ashland Avenue  ,60626,7647610,,,,,,,,,,,,,,,,,,http://www.howardarea.org,,,,09/30/14,372557,skoliarakis@howardarea.org,,
2926,NAEYC_accreditation.csv, Immaculate Conception,1431 N. North Park Avenue  ,60610,9440304,,,,,,,,,,,,,,,,,,,,,,05/31/15,601502,ksullivan@icsnorthpark.com,,
2927,NAEYC_accreditation.csv, Immaculate Conception,363 W. Hill  ,60610,9440304,,,,,,,,,,,,,,,,,,,,,,05/31/15,601502,,,
2928,NAEYC_accreditation.csv, Immaculate Conception Early Childhood Program,7263 West Talcott Avenue  ,60631,7750545,,,,,,,,,,,,,,,,,,http://www.iccowboys.net,,,,12/01/15,595619,felicione@iccowboys.net,,
2929,NAEYC_accreditation.csv," Itsy Bitsy People Palace ,Inc.",7419 South Cottage Grove Avenue  ,60619,8467396,,,,,,,,,,,,,,,,,,http://info@itsybitsypeoplepalace.com,,,,04/30/13,486831,info@itsybitsypeoplepalace.com,,
2930,NAEYC_accreditation.csv," Itsy Bitsy People Palace ,Inc.",7411 South Cottage Grove Ave. Ground Floor ,60619,8467396,,,,,,,,,,,,,,,,,,,,,,04/30/13,486831,info@itsybitsypeoplepalace.com,,
2931,NAEYC_accreditation.csv, Jane Addams Hull House Association LeClaire Ryder Head Start,5120 West 44th Street  ,60638,4048229,,,,,,,,,,,,,,,,,,,,,,07/31/13,486668,tturner@hullhouse.org,,
2932,NAEYC_accreditation.csv, Kennedy-King College Child Development Lab Center,710 W. 65th Street Building Z ,60621,6025481,,,,,,,,,,,,,,,,,,http//kennedyking.ccc.edu,,,,09/30/12,27012,gpasillas@ccc.edu,,
2933,NAEYC_accreditation.csv, Kidwatch Plus ,3901 North Ridgeway  ,60618,5395431,,,,,,,,,,,,,,,,,,http://www.kidwatchplus.com,,,,09/30/12,486945,info@kidwatchplus.com,,
2934,NAEYC_accreditation.csv, Korean American Community Services ,4300 North California Ave.  ,60618,5838281,,,,,,,,,,,,,,,,,,http://www.kacschicago.org,,,,04/30/14,585396,hchoi@kacschicago.org,,
2935,NAEYC_accreditation.csv, Lake Shore Schools,5611 N. Clark Street  ,60660,5616707,,,,,,,,,,,,,,,,,,http://www.lakeshoreschoolschicago.com,,,,01/31/13,724391,info@lakeshoreschoolschicago.com,,
2936,NAEYC_accreditation.csv, Lincoln Park Cooperative Nursery School,1753 North Fern Court  ,60614,9445469,,,,,,,,,,,,,,,,,,http://www.lincolnparkcoop.org,,,,07/31/14,299156,admin@lincolnparkcoop.org,,
2937,NAEYC_accreditation.csv, Lincoln Park Preparatory,108 West Germania Place  ,60610,4829009,,,,,,,,,,,,,,,,,,http://lincolnparkprep.com,,,,11/01/15,726036,lppg@sbcglobal.net,,
2938,NAEYC_accreditation.csv, Lincoln Park Preschool,312 West Belden Avenue  ,60614,6650110,,,,,,,,,,,,,,,,,,http://lincolnparkpreschool.com,,,,10/01/15,449174,lppoffice@sbcglobal.net,,
2939,NAEYC_accreditation.csv," Little Learners Preschool, Inc.",6255 South Mayfield  ,60638,5815541,,,,,,,,,,,,,,,,,,,,,,09/01/16,725678,,,
2940,NAEYC_accreditation.csv, Logan Square YMCA First Lutheran Head Start,3500 West Fullerton  ,60647,8625960,,,,,,,,,,,,,,,,,,http://www.ymcachicago.org,,,,04/30/15,546223,niramirez@ymcachicago.org,,
2941,NAEYC_accreditation.csv, Loop Learning Center,2001 South Michigan Avenue  ,60616,2258828,,,,,,,,,,,,,,,,,,,,,,02/01/17,722736,,,
2942,NAEYC_accreditation.csv, Lutheran Day Nursery,1802 North Fairfield  ,60647,4864222,,,,,,,,,,,,,,,,,,http://www.lutherandaynursery.org,,,,08/01/16,602295,Ldn1802@sbcglobal.net,,
2943,NAEYC_accreditation.csv, Lutheran Social Services Englewood Messiah Head Start,1910 West 64th Street  ,60636,4365110,,,,,,,,,,,,,,,,,,,,,,12/31/13,557873,delphine.whittlesey@lssi.org,,
2944,NAEYC_accreditation.csv, Malcolm X College Child Development Lab Center,1900 West Van Buren Street 1608 ,60612,8507490,,,,,,,,,,,,,,,,,,http://www.ccc.edu/menu/pages/child-development-La,,,,09/30/12,277294,aruther@ccc.edu,,
2945,NAEYC_accreditation.csv, Marillac Social Center,212 South Francisco  ,60612,7227440,,,,,,,,,,,,,,,,,,http://www.marillachouse.org,,,,04/30/14,466434,,,
2946,NAEYC_accreditation.csv, Mary Crane Center,2974 North Clybourn Avenue  ,60618,9388131,,,,,,,,,,,,,,,,,,http://www.marycrane.org,,,,08/01/16,722999,info@marycrane.org,,
2947,NAEYC_accreditation.csv, Mary Meyer School,2817 North Pine Grove Avenue  ,60657,5490870,,,,,,,,,,,,,,,,,,http://www.marymeyer.org,,,,06/30/13,383113,kevin@marymeyer.org,,
2948,NAEYC_accreditation.csv, McCormick Tribune YMCA Head Start Program,1834 N. Lawndale  ,60647,2352525,,,,,,,,,,,,,,,,,,http://ymcachicago.org/mccormicktribune,,,,11/01/16,726298,mfranco@ymcachicago.org,,
2949,NAEYC_accreditation.csv, Metropolitan Family Services ,6422 South Kedzie  ,60629,8842400,,,,,,,,,,,,,,,,,,http://www.metrofamily.org,,,,01/31/13,426821,freeman@metrofamily.org,,
2950,NAEYC_accreditation.csv, Metropolitan Family Services - North Children's Center,3255 North Central  ,60634,3713770,,,,,,,,,,,,,,,,,,http://www.metrofamily.org,,,,05/01/16,725944,delgadod@metrofamily.org,,
2951,NAEYC_accreditation.csv, Metropolitan Family Services Midway Children's Center,3215 West 63rd Street  ,60629,8842350,,,,,,,,,,,,,,,,,,http://www.metrofamily.org,,,,08/01/16,722978,valdiviG@metrofamily.org,,
2952,NAEYC_accreditation.csv, New Concept School,7825 South Ellis Avenue  ,60619,6519599,,,,,,,,,,,,,,,,,,http//www.ipe.clc.org,,,,01/31/15,437984,dcgbon21@yahoo.com,,
2953,NAEYC_accreditation.csv, North Austin Head Start,1500 North Mason  ,60651,2371930,,,,,,,,,,,,,,,,,,,,,,05/31/13,343090,,,
2954,NAEYC_accreditation.csv, North Avenue Day Nursery,2001 West Pierce  ,60622,3424499,,,,,,,,,,,,,,,,,,http://nadsnkids.org,,,,04/30/15,274678,steven@nadnkids.org,,
2955,NAEYC_accreditation.csv, North Lawndale YMCA,3449 W. Arthington  ,60624,6380773,,,,,,,,,,,,,,,,,,,,,,02/01/16,508141,tjthompson@ymcachicago.org,,
2956,NAEYC_accreditation.csv, Northeastern Illinois University Child Care Center,5500 North Saint Louis Avenue  ,60625,4424540,,,,,,,,,,,,,,,,,,http://www.neiu.edu/neiuccc,,,,01/31/13,125305,E-Weber1@neiu.edu,,
2957,NAEYC_accreditation.csv, Northern Trust Child Development Center,801 South Canal Street C1S ,60607,5572540,,,,,,,,,,,,,,,,,,http://www.brighthorizons.com,,,,08/31/13,113649,JM123@ntrs.com,,
2958,NAEYC_accreditation.csv, Northwestern University Settlement Association,1400 West Augusta Blvd  ,60642,2787471,,,,,,,,,,,,,,,,,,http://www.nush.org,,,,04/30/14,587968,,,
2959,NAEYC_accreditation.csv, Norwood Park Preschool for All,5900 North Nina Avenue  ,60631,5341162,,,,,,,,,,,,,,,,,,http://www.norwoodparkschool.com,,,,07/01/16,489732,nmtokarz@cps.edu,,
2960,NAEYC_accreditation.csv, Olive-Harvey Child Development Laboratory Center,10001 South Woodlawn Avenue First Floor ,60628,2916317,,,,,,,,,,,,,,,,,,http://www.oliveharvey.ccc.edu,,,,11/30/14,278168,tcarter63@ccc.edu,,
2961,NAEYC_accreditation.csv, Onward Neighborhood House,5423 W. Diversey Ave.  ,60639,6223215,,,,,,,,,,,,,,,,,,,,,,01/31/13,511442,mlarson@onwardhouse.org,,
2962,NAEYC_accreditation.csv, Onward Neighborhood House,600 North Leavitt Street  ,60612,6666726,,,,,,,,,,,,,,,,,,http://www.onwardhouse.org,,,,01/31/13,511442,mlarson@onwardhouse.org,,
2963,NAEYC_accreditation.csv, Orr Infant and Family Development Center,730 North Pulaski Road  ,60624,8261090,,,,,,,,,,,,,,,,,,http://www.hullhouse.org,,,,07/31/14,399578,reneeboyd@hullhouse.org,,
2964,NAEYC_accreditation.csv, Our Lady of Tepeyac ,2414 South Albany Avenue  ,60623,2775888,,,,,,,,,,,,,,,,,,,,,,01/31/13,486949,pgutierr@catholiccharities.net,,
2965,NAEYC_accreditation.csv," Parent Cooperative for Early Learning, Inc.",5300 South Shore Drive STO ,60615,6846363,,,,,,,,,,,,,,,,,,http://www.parentcoop.org,,,,12/31/14,293469,PCEL_director@yahoo.com,,
2966,NAEYC_accreditation.csv, Parkway Community House Child Care,500 East 67th Street  ,60637,4931306,,,,,,,,,,,,,,,,,,http://hullhouse.org,,,,04/30/13,486671,cknighten@hullhouse.org,,
2967,NAEYC_accreditation.csv, Pathways to Learning Child Care Center,3450-54 West 79th Street  ,60652,4369244,,,,,,,,,,,,,,,,,,,,,,09/30/14,725281,lmpedwards@yahoo.com,,
2968,NAEYC_accreditation.csv, Paulo Freire Center,1653 West 43rd Street Building ,60609,8266260,,,,,,,,,,,,,,,,,,http://www.chicagocommons.org,,,,02/01/16,278793,vargasn@chicagocommons.org,,
2969,NAEYC_accreditation.csv, Rauner Family YMCA,2700 S. Western Avenue  ,60608,5060130,,,,,,,,,,,,,,,,,,http://ymcachgo.org,,,,11/01/15,726196,ssifuentes@ymcachicago.org,,
2970,NAEYC_accreditation.csv, Ravenswood Community Child Care Center,4908 North Damen Avenue  ,60625,2714495,,,,,,,,,,,,,,,,,,http://rc4cares.com,,,,09/30/12,600291,directorrc4cares@gmail.com,,
2971,NAEYC_accreditation.csv, Rogers Park Children's Center,1754 West Devon Avenue  ,60660,2623366,,,,,,,,,,,,,,,,,,,,,,01/31/13,557795,,,
2972,NAEYC_accreditation.csv, Saint Augustine College-Nayarit Head Start,2610 West 25th Place Lower level ,60608,8783653,,,,,,,,,,,,,,,,,,,,,,01/31/13,511416,ecorona@staugustine.edu,,
2973,NAEYC_accreditation.csv, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118,,,,,,,,,,,,,,,,,,,,,,03/31/15,344640,elsa_galan@usc.salvationarmy.org,,
2974,NAEYC_accreditation.csv, Sinai Preschool,15 West Delaware Place  ,60610,8677010,,,,,,,,,,,,,,,,,,http://www.chicagosinai.org,,,,08/01/17,495909,fkatz@chicagosinai.org,,
2975,NAEYC_accreditation.csv, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900,,,,,,,,,,,,,,,,,,http://www.sccsinc.org,,,,05/31/14,508122,blasingame@sccsinc.org,,
2976,NAEYC_accreditation.csv, South Shore United Methodist Child Care Center,7350 South Jeffery Boulevard  ,60649,3244430,,,,,,,,,,,,,,,,,,,,,,03/31/13,564213,ssumccc1@ameritech.net,,
2977,NAEYC_accreditation.csv, South Side YMCA Day Care,6330 S. Stony Island  ,60637,3262570,,,,,,,,,,,,,,,,,,http://www.ymcachicago.org,,,,11/30/14,282881,BDickens@ymcachicago.org,,
2978,NAEYC_accreditation.csv, St. Augustine College/Flamboyan Head Start ,3401 W. McLean Avenue  ,60647,2763423,,,,,,,,,,,,,,,,,,,,,,01/31/13,511412,egalan@staugustine.edu,,
2979,NAEYC_accreditation.csv, St. John Of God,5114 South Elizabeth 1st Floor ,60609,9242232,,,,,,,,,,,,,,,,,,,,,,11/01/15,725529,snewsome@catholiccharities.net,,
2980,NAEYC_accreditation.csv, St. Joseph Child Care Center,4800 South Paulina  ,60609,9272524,,,,,,,,,,,,,,,,,,,,,,02/01/17,502184,jwilliam@catholiccharities.net,,
2981,NAEYC_accreditation.csv, St. Vincent de Paul Center,2145 North Halsted Street  ,60614,9436776,,,,,,,,,,,,,,,,,,http://www.svdpc.org,,,,12/01/15,597629,dhamilto@svdpc.org,,
2982,NAEYC_accreditation.csv, St. William School,2559 North Sayre Avenue  ,60707,6375130,,,,,,,,,,,,,,,,,,http://www.stwilliamschool.org,,,,06/01/16,722491,mbauer@stwilliamschool.org,,
2983,NAEYC_accreditation.csv, State of Illinois Child Development Center,160 North LaSalle N201 ,60601,8144782,,,,,,,,,,,,,,,,,,http://www.earlychildcareservices.org,,,,08/31/13,214825,solsz@yahoo.com,,
2984,NAEYC_accreditation.csv, The Children's Center for Creative Learning Inc.,7956 South Western Ave.  ,60620,4714927,,,,,,,,,,,,,,,,,,,,,,05/31/13,722947,childrencenterwestern@yahoo.com,,
2985,NAEYC_accreditation.csv, The Salvation Army Columbus Park Head Start,500 South Central  ,60644,9214162,,,,,,,,,,,,,,,,,,,,,,09/30/14,395893,felice_lewis@usc.salvationarmy.org,,
2986,NAEYC_accreditation.csv, Trinidad Lutheran Head Start,2921 West Division Avenue  ,60622,2789332,,,,,,,,,,,,,,,,,,,,,,08/31/13,557882,emilia.espinal@lssi.org,,
2987,NAEYC_accreditation.csv, Trinty Resources Unlimited High Mountain Head Start,919 North Lavergne Avenue  ,60651,6263997,,,,,,,,,,,,,,,,,,,,,,01/31/13,546219,tru_highmountain@yahoo.com,,
2988,NAEYC_accreditation.csv, UIC Children's Center,728 W. Roosevelt Road (East Side) 2nd floor ,60607,,,,,,,,,,,,,,,,,,,http://www.uic.edu/depts/children,,,,12/31/12,291616,kkull@uic.edu,,
2989,NAEYC_accreditation.csv, UIC Children's Center,1919 West Taylor Street (mc 525) Room 128 ,60612,4135328,,,,,,,,,,,,,,,,,,http://www.uic.edu/depts/children,,,,12/31/12,291616,kkull@uic.edu,,
2990,NAEYC_accreditation.csv, University Children's Center,446 East Ontario Suite 150 ,60611,8677056,,,,,,,,,,,,,,,,,,http://www.cclc.com/Northwestern,,,,02/01/16,725256,lhafeman@cclc.com,,
2991,NAEYC_accreditation.csv, Uptown Family Care Center,4520 North Beacon Street  ,60640,5613500,,,,,,,,,,,,,,,,,,http://www.hullhouse.org,,,,10/01/16,399517,pshowers@hullhouse.org,,
2992,NAEYC_accreditation.csv, Vireva Nursery School,1935 West 51st Street  ,60609,9258417,,,,,,,,,,,,,,,,,,,,,,05/31/14,724937,vireva@comcast.net,,
2993,NAEYC_accreditation.csv, Wee Care Nursery School and Kindergarten,1845 East 79th Street  ,60649,2214442,,,,,,,,,,,,,,,,,,,,,,07/31/14,592567,weecarekids@sbcglobal.net,,
2994,NAEYC_accreditation.csv," Wee Wee Center for Creative Learning, Inc.",2434 W. 71st Street  ,60629,4710869,,,,,,,,,,,,,,,,,,http://weeweecenter.com,,,,05/31/15,723603,weeweecenter@sbcglobal.net,,
